age,fnlwgt,education-num,marital-status,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,target,sex,education,workclass,occupation
22.0,293324.0,9.0,4,1,4,0.0,0.0,40.0,39,1,1,11,3,5
48.0,241854.0,14.0,2,0,4,0.0,0.0,55.0,39,0,1,12,7,4
32.0,102858.0,12.0,2,0,4,0.0,2002.0,42.0,39,1,1,7,3,10
31.0,270889.0,9.0,4,1,4,0.0,0.0,40.0,39,1,1,11,3,9
30.0,325385.0,14.0,4,1,4,0.0,0.0,50.0,39,1,1,12,5,10
61.0,105384.0,13.0,2,0,4,0.0,0.0,40.0,39,1,1,9,4,11
35.0,147258.0,10.0,4,1,4,0.0,1974.0,40.0,39,1,1,15,4,2
34.0,265706.0,14.0,4,4,4,0.0,0.0,60.0,39,0,1,12,3,12
41.0,328447.0,2.0,2,0,4,0.0,0.0,35.0,26,1,1,3,4,12
44.0,111275.0,9.0,4,4,2,0.0,0.0,38.0,39,1,0,11,4,12
27.0,103524.0,9.0,5,4,4,0.0,0.0,40.0,39,1,1,11,3,3
24.0,233777.0,10.0,4,4,4,0.0,0.0,50.0,26,1,1,15,3,12
46.0,188293.0,9.0,0,1,4,0.0,0.0,40.0,39,1,0,11,4,2
34.0,207564.0,10.0,2,5,4,0.0,0.0,12.0,39,0,0,15,3,8
27.0,105830.0,10.0,4,4,4,0.0,0.0,40.0,39,1,0,15,3,5
25.0,456618.0,4.0,4,4,4,0.0,0.0,40.0,8,1,1,5,3,2
30.0,147596.0,10.0,0,4,2,0.0,0.0,40.0,39,1,0,15,3,2
28.0,106935.0,13.0,2,0,4,0.0,0.0,50.0,39,0,1,9,3,12
48.0,95661.0,10.0,4,1,4,0.0,0.0,43.0,39,1,0,15,4,1
35.0,219546.0,10.0,4,1,4,0.0,0.0,45.0,11,1,1,15,3,3
59.0,216851.0,9.0,4,1,4,0.0,0.0,40.0,39,1,1,11,4,2
58.0,310085.0,3.0,2,0,4,0.0,0.0,40.0,39,1,1,4,4,2
29.0,457402.0,3.0,4,1,4,0.0,0.0,25.0,26,1,1,4,3,12
48.0,56482.0,6.0,4,1,2,0.0,0.0,40.0,39,1,1,11,1,12
59.0,172618.0,10.0,0,1,4,0.0,0.0,56.0,39,1,1,15,4,12
71.0,235079.0,1.0,6,4,2,0.0,0.0,10.0,39,1,1,13,4,3
25.0,254933.0,7.0,2,0,4,0.0,0.0,40.0,39,1,1,2,3,9
53.0,136080.0,9.0,0,1,4,0.0,0.0,50.0,39,1,0,11,4,9
19.0,42750.0,10.0,4,1,4,0.0,0.0,55.0,39,1,1,15,4,6
22.0,310152.0,10.0,4,1,4,3325.0,0.0,40.0,39,1,1,15,3,12
35.0,340428.0,12.0,4,1,4,0.0,0.0,35.0,39,1,0,7,3,2
26.0,141876.0,11.0,2,0,4,3103.0,0.0,45.0,39,0,1,8,3,12
44.0,182616.0,11.0,2,0,4,0.0,0.0,40.0,39,0,1,8,4,1
20.0,210338.0,10.0,4,3,4,0.0,0.0,15.0,39,1,0,15,3,8
46.0,186078.0,10.0,4,1,4,0.0,0.0,45.0,39,1,0,15,4,7
69.0,349022.0,9.0,2,0,4,0.0,0.0,33.0,39,1,1,11,6,8
26.0,297991.0,13.0,2,1,1,0.0,1977.0,75.0,1,0,0,9,3,12
31.0,248178.0,10.0,2,0,2,0.0,0.0,35.0,39,1,1,15,3,12
19.0,169758.0,10.0,4,3,4,0.0,0.0,35.0,39,1,1,15,4,8
25.0,427744.0,6.0,2,0,4,0.0,0.0,40.0,39,1,1,0,3,5
47.0,51835.0,15.0,2,5,4,0.0,1902.0,60.0,16,0,0,14,4,10
52.0,186785.0,9.0,4,1,4,0.0,1876.0,50.0,39,1,1,11,4,12
27.0,112754.0,10.0,2,0,2,0.0,0.0,56.0,39,1,1,15,3,7
38.0,204640.0,10.0,6,4,2,0.0,0.0,40.0,39,1,0,15,4,2
34.0,180284.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,3,3
57.0,261584.0,10.0,5,1,2,0.0,0.0,40.0,39,1,0,15,2,12
26.0,193165.0,10.0,2,0,4,0.0,0.0,52.0,39,0,1,15,3,14
59.0,182836.0,9.0,2,5,4,0.0,0.0,40.0,39,0,0,11,0,11
43.0,45156.0,10.0,2,0,4,0.0,0.0,60.0,39,1,1,15,4,14
41.0,66118.0,10.0,2,5,4,0.0,0.0,25.0,39,1,0,15,2,9
47.0,215620.0,9.0,4,1,4,0.0,0.0,12.0,39,1,1,11,0,0
24.0,265434.0,13.0,4,1,4,0.0,0.0,40.0,39,1,0,9,2,11
53.0,288216.0,10.0,3,1,4,0.0,0.0,40.0,39,1,0,15,4,8
39.0,59313.0,8.0,3,1,2,0.0,0.0,45.0,0,1,1,0,4,14
34.0,169605.0,6.0,5,4,4,0.0,0.0,36.0,39,1,0,11,3,12
20.0,39478.0,10.0,4,3,4,0.0,0.0,54.0,39,1,1,15,1,4
19.0,169324.0,10.0,4,3,4,0.0,0.0,10.0,39,1,1,15,0,0
34.0,166545.0,10.0,2,5,4,7688.0,0.0,6.0,39,0,0,15,2,0
31.0,459465.0,10.0,4,1,4,0.0,0.0,50.0,39,1,1,15,3,3
24.0,206827.0,10.0,4,3,4,0.0,0.0,30.0,39,1,0,15,3,2
39.0,305597.0,9.0,5,4,4,0.0,0.0,40.0,39,1,1,11,2,5
42.0,230684.0,9.0,2,0,4,5178.0,0.0,50.0,39,0,1,11,4,12
53.0,278114.0,4.0,2,0,4,0.0,0.0,40.0,39,0,1,5,4,5
58.0,143266.0,13.0,2,0,4,0.0,0.0,40.0,39,1,1,9,5,11
40.0,177027.0,13.0,2,5,1,7688.0,0.0,52.0,24,0,0,9,4,8
29.0,142249.0,13.0,4,3,4,0.0,0.0,40.0,39,1,1,9,3,8
24.0,462820.0,13.0,4,1,4,0.0,0.0,40.0,39,1,1,9,3,3
47.0,190139.0,14.0,2,0,4,0.0,0.0,40.0,39,0,1,12,4,5
45.0,264526.0,12.0,0,3,4,0.0,0.0,40.0,39,1,1,7,4,2
46.0,225456.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,6,5
49.0,28791.0,10.0,0,1,4,0.0,0.0,40.0,39,1,0,15,4,12
30.0,54334.0,5.0,4,1,4,0.0,0.0,40.0,39,1,1,6,3,8
39.0,115076.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,4,2
51.0,226885.0,9.0,4,1,4,0.0,0.0,40.0,39,1,1,11,7,9
41.0,94113.0,15.0,2,0,4,0.0,0.0,60.0,39,0,1,14,5,10
33.0,202046.0,13.0,4,1,4,0.0,2001.0,40.0,39,1,1,9,3,3
29.0,304595.0,14.0,4,1,4,0.0,0.0,50.0,39,0,1,12,3,12
50.0,170562.0,12.0,2,0,4,0.0,0.0,20.0,39,1,1,7,6,12
47.0,222529.0,13.0,2,0,4,0.0,0.0,65.0,39,1,1,9,4,5
42.0,174295.0,4.0,2,0,4,0.0,0.0,99.0,39,1,1,5,4,6
19.0,35865.0,10.0,4,1,4,0.0,0.0,35.0,39,1,0,15,4,3
33.0,106014.0,13.0,0,1,4,0.0,0.0,40.0,39,1,1,9,3,8
48.0,187505.0,10.0,2,0,4,0.0,0.0,50.0,39,0,1,15,4,12
26.0,215384.0,13.0,4,1,4,0.0,1974.0,55.0,39,1,1,9,3,4
18.0,352430.0,7.0,4,3,4,0.0,1602.0,30.0,39,1,1,2,0,11
68.0,188102.0,9.0,2,0,4,0.0,0.0,8.0,39,0,1,11,0,0
20.0,194630.0,10.0,4,1,4,0.0,0.0,40.0,39,1,1,15,5,12
22.0,379778.0,9.0,4,1,4,0.0,0.0,40.0,39,1,1,11,3,12
49.0,296849.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,4,5
21.0,126613.0,9.0,4,1,4,0.0,0.0,40.0,39,1,0,11,3,8
25.0,98756.0,10.0,0,3,4,0.0,0.0,50.0,39,1,0,15,2,1
38.0,64875.0,11.0,0,1,4,0.0,0.0,50.0,39,1,1,8,5,5
19.0,281704.0,10.0,4,2,4,0.0,0.0,8.0,39,1,1,15,4,5
54.0,285854.0,9.0,2,0,4,0.0,0.0,40.0,39,0,1,11,4,9
37.0,194668.0,10.0,2,0,4,0.0,0.0,45.0,39,0,1,15,4,14
42.0,143046.0,9.0,6,4,4,0.0,0.0,40.0,39,1,0,11,2,9
23.0,125491.0,10.0,4,1,1,0.0,0.0,35.0,40,1,0,15,3,12
22.0,182163.0,9.0,5,4,4,0.0,0.0,40.0,39,1,0,11,3,8
29.0,263300.0,9.0,5,4,2,0.0,0.0,55.0,39,1,0,11,3,9
29.0,244473.0,13.0,2,0,4,7688.0,0.0,40.0,39,0,1,9,0,5
61.0,156852.0,11.0,6,4,4,0.0,0.0,8.0,39,1,0,8,4,13
27.0,332249.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,11,5,3
43.0,171754.0,12.0,2,5,2,0.0,0.0,40.0,0,1,0,7,4,5
43.0,125831.0,13.0,4,3,4,99999.0,0.0,60.0,39,0,1,9,7,10
51.0,172175.0,16.0,4,1,4,0.0,2824.0,40.0,39,0,1,10,0,11
41.0,200479.0,9.0,4,1,4,0.0,0.0,48.0,39,1,1,11,6,3
25.0,108001.0,10.0,2,0,4,0.0,0.0,45.0,39,1,1,15,3,6
26.0,43311.0,9.0,0,4,4,0.0,0.0,40.0,39,1,0,11,3,5
22.0,39236.0,10.0,4,3,4,594.0,0.0,25.0,39,1,0,15,5,11
21.0,356286.0,9.0,4,1,2,0.0,0.0,40.0,39,1,1,11,3,12
30.0,159123.0,9.0,2,0,4,0.0,0.0,45.0,39,1,1,11,3,3
38.0,206520.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,4,12
28.0,183151.0,12.0,2,0,4,0.0,0.0,60.0,39,1,1,7,0,1
37.0,365739.0,12.0,2,0,4,0.0,0.0,40.0,39,0,1,7,4,1
84.0,188328.0,9.0,6,1,4,0.0,0.0,16.0,39,1,0,11,4,11
44.0,151089.0,13.0,2,0,4,0.0,1902.0,50.0,39,0,1,9,4,10
31.0,344200.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,3,8
42.0,245565.0,13.0,4,3,4,0.0,0.0,12.0,9,1,0,9,4,10
28.0,47783.0,10.0,0,1,4,0.0,0.0,30.0,39,1,0,15,3,12
32.0,154981.0,9.0,4,1,4,0.0,0.0,65.0,39,1,1,11,3,14
65.0,36039.0,9.0,2,0,4,0.0,0.0,40.0,39,0,1,11,0,11
30.0,316606.0,13.0,2,5,4,0.0,0.0,40.0,39,1,0,9,3,12
51.0,381769.0,9.0,2,0,4,0.0,0.0,50.0,39,1,1,11,6,5
47.0,108890.0,9.0,0,4,4,1831.0,0.0,38.0,39,1,0,11,7,2
29.0,218650.0,10.0,4,1,4,0.0,0.0,40.0,39,1,0,15,5,2
48.0,85384.0,13.0,2,0,4,7688.0,0.0,40.0,39,0,1,9,4,5
43.0,125577.0,9.0,5,4,2,0.0,0.0,40.0,39,1,0,11,4,2
41.0,443508.0,13.0,2,0,4,0.0,0.0,48.0,2,0,1,9,4,14
45.0,84324.0,12.0,2,0,4,0.0,0.0,50.0,39,0,1,7,5,10
58.0,68624.0,9.0,2,0,4,0.0,0.0,45.0,39,1,1,11,4,4
26.0,167350.0,9.0,2,0,4,0.0,0.0,45.0,39,1,1,11,3,3
36.0,89040.0,7.0,2,0,4,0.0,0.0,47.0,39,1,1,2,4,14
46.0,101430.0,7.0,0,4,2,0.0,0.0,40.0,39,1,0,2,4,3
28.0,27044.0,12.0,0,1,4,0.0,0.0,43.0,39,1,0,7,3,4
54.0,419712.0,9.0,2,0,2,0.0,0.0,40.0,39,1,1,11,4,9
33.0,198660.0,9.0,2,0,4,99999.0,0.0,56.0,39,0,1,11,3,7
20.0,432052.0,10.0,4,1,4,0.0,0.0,15.0,39,1,1,15,1,6
67.0,243256.0,5.0,2,0,4,0.0,0.0,15.0,39,1,1,6,0,0
31.0,98639.0,9.0,4,4,4,0.0,0.0,40.0,39,1,1,11,3,12
22.0,27937.0,10.0,4,3,4,0.0,0.0,36.0,39,1,1,15,2,11
46.0,346783.0,15.0,2,0,4,15024.0,0.0,35.0,5,0,1,14,6,11
23.0,170070.0,8.0,4,1,4,0.0,0.0,38.0,39,1,0,0,3,12
21.0,186648.0,10.0,4,3,4,0.0,0.0,20.0,39,1,1,15,3,12
18.0,208103.0,7.0,4,2,4,0.0,0.0,25.0,39,1,1,2,4,12
30.0,204742.0,13.0,2,0,4,0.0,0.0,50.0,39,0,1,9,2,4
31.0,373432.0,5.0,2,0,4,0.0,0.0,43.0,39,1,1,6,3,3
43.0,972354.0,10.0,2,0,4,0.0,0.0,48.0,39,1,1,15,4,8
53.0,96062.0,10.0,2,0,4,0.0,1740.0,40.0,39,1,1,15,4,5
29.0,142760.0,9.0,4,1,2,0.0,0.0,40.0,39,1,1,11,3,3
25.0,86872.0,13.0,2,0,4,0.0,0.0,55.0,39,0,1,9,3,4
21.0,215039.0,7.0,4,3,4,0.0,0.0,40.0,39,1,1,2,3,3
90.0,175444.0,4.0,5,1,4,0.0,0.0,15.0,39,1,0,5,0,0
25.0,199545.0,9.0,4,1,4,0.0,0.0,35.0,39,1,0,11,3,8
25.0,281209.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,3,9
26.0,222248.0,9.0,4,1,4,0.0,0.0,70.0,39,1,1,11,3,3
33.0,589155.0,10.0,2,0,4,0.0,0.0,50.0,39,1,1,15,3,7
60.0,197553.0,10.0,2,0,4,7688.0,0.0,50.0,39,0,1,15,5,4
33.0,168981.0,11.0,4,4,4,0.0,0.0,55.0,39,1,0,8,3,10
46.0,332884.0,13.0,2,0,4,7298.0,0.0,65.0,39,0,1,9,4,4
30.0,391114.0,12.0,4,1,4,0.0,0.0,40.0,39,1,1,7,3,8
30.0,180317.0,11.0,0,1,4,0.0,0.0,40.0,39,1,1,8,3,2
29.0,138332.0,10.0,2,3,4,0.0,0.0,6.0,39,1,0,15,3,1
19.0,70505.0,10.0,4,1,4,0.0,0.0,20.0,39,1,0,15,4,12
65.0,193216.0,9.0,2,0,4,9386.0,0.0,40.0,39,0,1,11,4,8
29.0,103389.0,15.0,4,1,4,4787.0,0.0,40.0,39,0,0,14,1,11
38.0,255503.0,7.0,0,1,4,0.0,0.0,55.0,39,1,1,2,6,4
45.0,72393.0,13.0,3,4,4,0.0,0.0,38.0,39,1,0,9,4,11
46.0,394860.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,4,12
20.0,164574.0,9.0,4,3,4,0.0,0.0,30.0,39,1,1,11,3,12
49.0,172246.0,13.0,2,0,4,99999.0,0.0,40.0,39,0,1,9,5,8
24.0,151153.0,10.0,4,1,1,99999.0,0.0,50.0,35,0,1,15,2,0
40.0,38389.0,11.0,2,0,4,0.0,0.0,40.0,39,1,1,8,4,12
66.0,261062.0,14.0,6,1,4,0.0,0.0,40.0,39,1,0,12,2,11
37.0,185744.0,9.0,2,5,4,0.0,0.0,20.0,39,1,0,11,4,12
49.0,187634.0,13.0,0,1,4,0.0,0.0,50.0,39,0,0,9,4,12
27.0,29361.0,12.0,4,1,4,0.0,0.0,45.0,39,1,0,7,2,0
38.0,98776.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,4,2
52.0,135716.0,9.0,2,0,4,0.0,0.0,70.0,39,1,1,11,6,5
37.0,232036.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,4,12
23.0,233923.0,10.0,4,3,4,0.0,0.0,20.0,39,1,0,15,3,12
31.0,229636.0,2.0,2,0,4,0.0,2042.0,40.0,26,1,1,3,3,2
28.0,241895.0,9.0,2,0,4,0.0,1628.0,40.0,39,1,1,11,3,8
43.0,187702.0,10.0,4,1,4,2174.0,0.0,45.0,39,1,1,15,4,8
38.0,65624.0,10.0,2,0,4,0.0,0.0,45.0,39,1,1,15,4,1
19.0,35507.0,10.0,4,3,4,0.0,0.0,45.0,39,1,0,15,0,0
34.0,164748.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,3,12
22.0,509048.0,9.0,4,2,2,0.0,0.0,37.0,39,1,0,11,3,8
45.0,123681.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,4,3
40.0,56651.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,4,2
52.0,201310.0,13.0,0,1,4,0.0,0.0,40.0,0,1,1,9,4,5
26.0,84619.0,13.0,2,0,4,0.0,0.0,40.0,39,0,1,9,3,12
26.0,332008.0,10.0,4,4,1,0.0,0.0,37.0,36,1,1,15,3,12
47.0,152752.0,3.0,2,0,4,0.0,0.0,20.0,39,1,1,4,6,9
58.0,157786.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,6,5
38.0,617898.0,13.0,2,0,4,0.0,0.0,50.0,39,1,1,9,4,5
52.0,240612.0,9.0,2,5,4,0.0,0.0,40.0,29,0,0,11,4,11
51.0,42901.0,14.0,2,0,4,0.0,0.0,70.0,39,0,1,12,7,10
27.0,148153.0,9.0,2,0,1,0.0,0.0,40.0,39,1,1,11,0,3
46.0,316271.0,3.0,2,0,4,0.0,0.0,55.0,39,1,1,4,4,3
35.0,194690.0,4.0,0,4,4,0.0,0.0,40.0,39,1,0,5,3,1
24.0,537222.0,9.0,2,0,4,0.0,0.0,50.0,39,1,1,11,3,4
40.0,50563.0,14.0,2,0,2,0.0,0.0,55.0,39,0,1,12,2,4
24.0,261561.0,13.0,4,1,4,0.0,0.0,40.0,39,1,0,9,3,11
35.0,368825.0,10.0,2,0,4,0.0,0.0,60.0,39,0,1,15,2,12
36.0,181721.0,6.0,4,3,2,0.0,0.0,60.0,39,1,1,11,4,5
24.0,96844.0,10.0,4,1,4,0.0,0.0,20.0,39,1,0,15,2,11
25.0,267044.0,10.0,4,1,0,0.0,0.0,20.0,39,1,0,15,3,2
18.0,89760.0,8.0,4,3,4,0.0,0.0,20.0,39,1,0,0,4,12
21.0,32732.0,10.0,4,1,4,0.0,0.0,40.0,39,1,1,15,3,8
26.0,189502.0,13.0,2,0,4,0.0,0.0,80.0,39,0,1,9,2,12
80.0,107762.0,9.0,6,1,4,0.0,0.0,24.0,39,1,1,11,0,11
31.0,145924.0,10.0,0,4,4,0.0,0.0,35.0,39,1,0,15,3,2
55.0,191367.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,11,4,8
47.0,209460.0,10.0,2,0,4,0.0,1485.0,47.0,39,1,1,15,4,3
41.0,33310.0,9.0,4,1,4,0.0,0.0,40.0,39,1,0,11,4,2
24.0,224238.0,13.0,4,3,4,0.0,0.0,40.0,39,1,1,9,3,2
57.0,224174.0,11.0,6,1,2,0.0,0.0,40.0,0,1,1,8,4,12
24.0,199915.0,13.0,4,3,4,0.0,0.0,35.0,39,1,0,9,3,8
38.0,405284.0,13.0,4,3,4,0.0,0.0,35.0,39,1,0,9,4,12
17.0,54978.0,4.0,4,3,4,0.0,0.0,15.0,39,1,0,5,0,0
18.0,53109.0,7.0,4,3,0,0.0,0.0,20.0,39,1,1,2,4,12
45.0,123088.0,9.0,2,0,4,0.0,0.0,50.0,39,1,1,11,6,3
43.0,180985.0,13.0,5,4,4,0.0,0.0,35.0,39,1,1,9,6,12
57.0,253914.0,2.0,2,0,4,0.0,0.0,35.0,26,1,1,3,6,8
36.0,131459.0,4.0,2,0,4,0.0,0.0,40.0,39,1,1,5,4,12
31.0,106437.0,9.0,4,1,4,0.0,0.0,40.0,39,1,0,11,3,2
49.0,148549.0,13.0,2,0,4,0.0,0.0,55.0,39,0,1,9,4,10
34.0,51854.0,9.0,4,1,4,0.0,0.0,40.0,39,1,1,11,3,2
65.0,131417.0,3.0,2,0,4,1797.0,0.0,21.0,39,1,1,4,6,3
65.0,149131.0,13.0,2,0,4,0.0,0.0,40.0,22,0,1,9,0,11
49.0,104542.0,9.0,0,1,4,0.0,0.0,40.0,39,1,0,11,4,2
48.0,397466.0,10.0,2,0,4,0.0,0.0,60.0,39,1,1,15,6,4
26.0,213081.0,9.0,4,4,2,0.0,0.0,40.0,23,1,0,11,3,2
30.0,266463.0,9.0,2,0,4,0.0,0.0,40.0,39,0,1,11,0,2
34.0,195602.0,12.0,2,0,4,0.0,0.0,44.0,39,1,1,7,3,3
29.0,187392.0,9.0,4,1,4,0.0,0.0,40.0,39,1,0,11,1,2
39.0,352248.0,12.0,2,0,4,0.0,0.0,40.0,39,1,1,7,4,2
23.0,181820.0,13.0,4,3,4,0.0,0.0,40.0,39,1,1,9,3,2
55.0,225365.0,9.0,6,4,4,0.0,0.0,30.0,39,1,0,11,4,12
32.0,87310.0,9.0,2,0,4,0.0,0.0,41.0,39,1,1,11,5,8
31.0,369648.0,12.0,2,1,4,0.0,0.0,50.0,39,0,1,7,1,3
34.0,143392.0,9.0,4,3,4,0.0,0.0,40.0,39,1,0,11,3,8
20.0,243878.0,10.0,4,3,4,0.0,0.0,40.0,39,1,1,15,3,12
26.0,121427.0,13.0,4,3,4,0.0,0.0,40.0,39,1,0,9,3,5
31.0,332379.0,10.0,3,4,4,0.0,0.0,50.0,39,1,1,15,3,14
57.0,255406.0,9.0,0,1,4,0.0,1980.0,44.0,39,1,0,11,4,3
38.0,314890.0,10.0,4,1,4,0.0,0.0,46.0,39,1,1,15,4,8
33.0,173806.0,14.0,4,1,4,0.0,0.0,30.0,39,1,1,12,1,11
48.0,98524.0,12.0,2,0,4,0.0,0.0,45.0,39,1,1,7,4,3
33.0,78307.0,13.0,2,0,4,0.0,0.0,40.0,39,1,1,9,0,11
52.0,312500.0,11.0,0,1,4,0.0,0.0,40.0,39,1,0,8,1,3
30.0,205916.0,9.0,4,2,2,0.0,0.0,40.0,39,1,1,12,3,2
70.0,92593.0,10.0,6,1,4,0.0,0.0,25.0,39,1,0,15,0,11
37.0,403344.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,4,12
19.0,55284.0,9.0,4,3,4,0.0,0.0,35.0,39,1,0,12,4,8
37.0,166744.0,9.0,3,4,4,0.0,0.0,20.0,39,1,0,11,7,12
19.0,126501.0,7.0,4,3,0,0.0,0.0,15.0,35,1,0,2,4,1
54.0,409173.0,9.0,2,0,2,0.0,0.0,50.0,33,0,1,12,4,13
17.0,169658.0,6.0,4,3,4,0.0,0.0,21.0,39,1,0,11,4,12
29.0,419722.0,12.0,4,1,4,3674.0,0.0,40.0,39,1,1,7,5,2
48.0,232840.0,10.0,6,4,4,0.0,0.0,43.0,39,1,0,15,4,1
21.0,194096.0,10.0,4,3,4,0.0,0.0,40.0,39,1,0,15,3,2
36.0,94954.0,9.0,0,1,4,0.0,0.0,40.0,39,1,0,12,4,9
49.0,79436.0,9.0,2,0,4,0.0,0.0,48.0,39,1,1,12,4,6
56.0,51916.0,9.0,0,1,4,0.0,0.0,50.0,39,0,1,12,6,4
59.0,101626.0,9.0,2,0,4,0.0,0.0,45.0,39,0,1,12,1,1
23.0,107882.0,13.0,4,1,4,0.0,0.0,40.0,39,1,0,9,3,5
31.0,37939.0,10.0,4,1,4,0.0,0.0,40.0,39,1,1,15,3,12
39.0,315291.0,9.0,4,4,2,0.0,0.0,40.0,39,1,0,12,4,2
32.0,188108.0,9.0,2,0,4,0.0,0.0,55.0,39,1,1,12,3,3
26.0,56419.0,15.0,4,1,1,0.0,0.0,20.0,35,1,0,14,0,11
30.0,236770.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,3,12
41.0,136419.0,12.0,2,0,4,0.0,0.0,75.0,39,0,1,7,4,13
33.0,176410.0,14.0,2,5,4,5178.0,0.0,10.0,39,0,0,12,3,10
49.0,59612.0,6.0,0,4,4,0.0,0.0,70.0,39,1,1,11,6,5
49.0,194189.0,4.0,2,0,4,0.0,0.0,40.0,39,1,1,5,4,3
31.0,161631.0,10.0,0,4,4,0.0,0.0,40.0,39,1,0,15,1,2
52.0,312446.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,4,12
45.0,83993.0,12.0,0,4,4,0.0,0.0,56.0,39,0,0,7,4,4
18.0,115815.0,10.0,4,3,4,0.0,0.0,20.0,9,1,1,15,4,12
44.0,197389.0,9.0,3,4,4,0.0,0.0,40.0,39,1,0,12,4,2
38.0,82622.0,10.0,0,4,4,0.0,0.0,40.0,39,1,1,15,4,12
33.0,203488.0,10.0,0,1,4,0.0,0.0,40.0,39,1,1,15,3,8
30.0,77266.0,9.0,0,1,4,0.0,0.0,55.0,39,1,1,12,3,14
35.0,60269.0,9.0,2,0,4,0.0,0.0,60.0,39,1,1,11,1,4
36.0,109133.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,4,12
47.0,110088.0,2.0,2,0,4,0.0,0.0,40.0,39,1,1,3,4,3
24.0,161198.0,13.0,4,1,4,0.0,0.0,25.0,39,1,1,9,3,11
23.0,40021.0,10.0,0,4,4,0.0,0.0,70.0,39,1,0,15,5,1
19.0,308064.0,9.0,4,1,2,0.0,0.0,40.0,39,1,0,11,0,11
48.0,123075.0,16.0,2,0,4,0.0,0.0,45.0,39,0,1,10,4,10
43.0,193494.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,4,11
43.0,229148.0,13.0,4,1,2,0.0,0.0,50.0,28,1,1,9,4,1
45.0,175625.0,9.0,5,4,4,0.0,0.0,38.0,39,1,0,11,4,2
23.0,111450.0,8.0,4,4,2,0.0,0.0,38.0,39,1,1,0,3,12
54.0,88019.0,9.0,0,4,4,0.0,0.0,32.0,39,1,1,11,4,12
