age,fnlwgt,education-num,marital-status,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,target,sex,education,workclass,occupation
48.0,242923.0,9.0,2,5,4,0.0,1848.0,40.0,39,0,0,12,2,1
35.0,183898.0,9.0,0,4,4,2354.0,0.0,40.0,39,1,1,12,3,12
54.0,200450.0,10.0,2,0,4,0.0,0.0,60.0,39,1,1,15,4,12
45.0,353824.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,4,3
34.0,124569.0,10.0,0,1,4,0.0,0.0,40.0,39,1,0,15,3,2
32.0,193285.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,12,3,12
38.0,242221.0,9.0,4,4,2,0.0,0.0,38.0,39,1,0,12,0,11
55.0,316027.0,4.0,2,0,4,0.0,0.0,40.0,0,1,1,5,0,11
27.0,118598.0,9.0,4,4,2,0.0,0.0,35.0,39,1,0,12,3,2
23.0,82998.0,10.0,4,1,4,0.0,0.0,30.0,39,1,1,15,3,8
44.0,182383.0,10.0,2,5,4,0.0,0.0,35.0,39,1,0,15,4,2
38.0,301743.0,9.0,0,1,4,0.0,0.0,35.0,39,1,0,12,4,12
24.0,193130.0,10.0,4,3,4,0.0,0.0,40.0,39,1,0,15,3,2
24.0,132327.0,10.0,3,4,3,0.0,0.0,30.0,7,1,0,15,3,8
27.0,208725.0,13.0,4,3,4,0.0,0.0,40.0,39,1,1,9,3,12
38.0,48779.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,4,9
22.0,313786.0,9.0,0,2,2,0.0,0.0,40.0,39,1,0,12,2,11
48.0,183610.0,11.0,0,1,4,0.0,0.0,40.0,39,1,0,8,4,1
48.0,226696.0,9.0,2,0,2,0.0,0.0,40.0,39,1,1,12,4,12
46.0,207022.0,13.0,2,0,4,7688.0,0.0,40.0,39,0,1,9,1,5
27.0,255582.0,9.0,4,1,4,0.0,0.0,40.0,39,1,0,12,3,2
22.0,362309.0,10.0,4,3,4,0.0,0.0,35.0,39,1,1,15,3,12
30.0,303692.0,9.0,2,0,4,0.0,0.0,75.0,39,1,1,12,1,4
51.0,123011.0,14.0,2,0,4,0.0,1977.0,35.0,39,0,1,12,2,11
31.0,103651.0,9.0,2,0,4,0.0,0.0,45.0,39,0,1,12,0,1
24.0,200295.0,10.0,4,1,4,0.0,0.0,35.0,39,1,1,15,3,12
22.0,227603.0,10.0,4,4,4,0.0,0.0,30.0,39,1,0,15,3,11
25.0,190350.0,9.0,4,4,2,0.0,0.0,40.0,39,1,0,12,3,2
30.0,295737.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,5,11
20.0,157332.0,10.0,4,3,4,0.0,0.0,25.0,39,1,0,15,4,2
38.0,190759.0,9.0,2,0,4,0.0,0.0,42.0,39,1,1,12,4,3
34.0,201292.0,11.0,2,0,4,0.0,0.0,50.0,39,1,1,8,1,5
35.0,127306.0,10.0,0,4,4,0.0,0.0,40.0,39,1,0,15,2,11
43.0,241895.0,13.0,2,0,4,0.0,0.0,50.0,39,0,1,9,4,4
78.0,135692.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,4,12
54.0,27432.0,9.0,2,0,4,0.0,0.0,40.0,39,0,1,12,1,2
31.0,216827.0,9.0,5,4,2,0.0,0.0,40.0,39,1,0,12,3,12
56.0,118614.0,9.0,0,1,4,0.0,0.0,40.0,39,1,0,12,7,2
41.0,309932.0,7.0,2,0,4,0.0,0.0,40.0,39,1,1,2,4,12
26.0,76996.0,10.0,4,1,2,0.0,0.0,38.0,39,1,0,15,3,2
34.0,203408.0,13.0,2,0,4,7688.0,0.0,50.0,39,0,1,9,3,10
32.0,262024.0,9.0,4,3,2,0.0,0.0,38.0,39,1,1,12,3,12
17.0,452406.0,7.0,4,3,2,0.0,0.0,15.0,39,1,0,2,4,12
33.0,161444.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,3,2
17.0,52967.0,6.0,4,3,4,0.0,0.0,6.0,39,1,0,11,4,8
59.0,98361.0,7.0,2,0,4,0.0,0.0,40.0,39,1,1,2,4,2
47.0,138342.0,7.0,2,0,4,3411.0,0.0,40.0,8,1,1,2,2,9
44.0,238188.0,12.0,2,0,4,0.0,0.0,40.0,39,1,1,7,4,8
27.0,65663.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,12,3,2
34.0,49539.0,9.0,4,3,4,0.0,0.0,20.0,39,1,0,12,1,12
38.0,189916.0,10.0,2,5,4,0.0,0.0,40.0,39,1,0,15,4,8
64.0,218490.0,13.0,0,1,4,27828.0,0.0,55.0,39,0,1,9,4,4
34.0,176185.0,13.0,4,1,4,0.0,1741.0,40.0,39,1,1,9,3,5
37.0,223020.0,11.0,4,4,2,0.0,0.0,32.0,39,1,0,8,2,12
21.0,277700.0,10.0,4,3,4,0.0,0.0,20.0,39,1,1,15,2,11
29.0,107411.0,15.0,4,1,4,0.0,0.0,70.0,39,1,0,14,5,10
30.0,156718.0,10.0,5,1,4,0.0,0.0,40.0,39,1,0,15,3,2
55.0,158702.0,6.0,3,1,4,0.0,0.0,50.0,39,1,1,11,4,3
28.0,200068.0,13.0,4,1,3,0.0,0.0,40.0,39,1,0,9,1,2
45.0,202496.0,13.0,2,0,4,0.0,0.0,37.0,39,1,1,9,4,3
32.0,80058.0,7.0,0,1,4,0.0,0.0,43.0,39,0,1,2,3,12
34.0,263908.0,10.0,2,0,4,0.0,0.0,50.0,39,1,1,15,3,12
28.0,116613.0,10.0,4,3,4,0.0,0.0,24.0,39,1,0,15,3,1
21.0,187513.0,11.0,4,4,4,0.0,0.0,40.0,39,1,1,8,3,12
40.0,191196.0,14.0,4,1,4,0.0,0.0,40.0,39,1,1,12,4,5
25.0,259336.0,9.0,4,3,4,0.0,0.0,40.0,29,1,1,12,3,12
26.0,108035.0,9.0,4,1,4,0.0,0.0,40.0,39,1,0,12,3,5
33.0,242150.0,11.0,2,0,4,0.0,0.0,50.0,39,1,1,8,5,13
37.0,221850.0,14.0,2,0,4,0.0,0.0,50.0,7,0,1,12,4,4
67.0,141797.0,4.0,2,0,4,0.0,0.0,40.0,39,1,1,5,6,5
46.0,128460.0,6.0,2,0,4,0.0,0.0,40.0,39,1,1,11,4,3
44.0,53956.0,10.0,2,0,4,0.0,0.0,57.0,39,1,1,15,6,7
59.0,49893.0,9.0,6,1,4,0.0,0.0,24.0,39,1,1,12,6,12
41.0,82049.0,9.0,2,0,4,0.0,0.0,40.0,39,0,1,12,4,12
44.0,149943.0,15.0,2,0,1,0.0,0.0,60.0,36,0,1,14,6,10
43.0,397963.0,9.0,0,1,4,594.0,0.0,16.0,39,1,1,12,4,3
67.0,142097.0,5.0,2,5,4,0.0,0.0,6.0,39,1,0,6,4,9
67.0,120900.0,4.0,6,1,4,0.0,0.0,12.0,39,1,0,5,4,8
55.0,208311.0,14.0,2,0,4,0.0,1977.0,20.0,39,0,1,12,4,1
24.0,259351.0,10.0,4,4,0,0.0,0.0,40.0,26,1,1,15,3,12
25.0,469572.0,10.0,4,1,4,8614.0,0.0,40.0,39,0,1,15,3,11
47.0,28035.0,13.0,2,0,4,0.0,0.0,50.0,39,0,1,9,4,4
18.0,142751.0,6.0,4,1,4,0.0,0.0,40.0,39,1,1,11,4,3
58.0,110844.0,14.0,6,1,4,0.0,0.0,27.0,39,1,0,12,4,8
49.0,122493.0,9.0,6,4,4,0.0,0.0,40.0,39,1,1,12,4,1
55.0,322691.0,14.0,2,0,4,3103.0,0.0,55.0,39,0,1,12,6,12
38.0,33001.0,13.0,2,0,4,0.0,0.0,55.0,39,0,1,9,4,4
17.0,124661.0,7.0,4,3,4,0.0,0.0,35.0,39,1,0,2,4,8
41.0,183224.0,14.0,2,5,1,0.0,0.0,40.0,36,0,0,12,2,11
45.0,184285.0,13.0,0,1,4,0.0,0.0,45.0,39,1,1,9,6,10
28.0,119793.0,13.0,4,1,4,0.0,0.0,40.0,39,1,1,9,3,8
23.0,201682.0,13.0,2,2,4,0.0,0.0,40.0,39,1,0,9,3,2
25.0,323229.0,13.0,4,1,4,0.0,0.0,40.0,39,1,1,9,3,2
22.0,162667.0,9.0,4,3,4,0.0,0.0,50.0,32,1,1,12,3,6
41.0,149102.0,9.0,4,1,4,0.0,0.0,40.0,31,1,1,12,4,9
19.0,35865.0,10.0,4,1,4,0.0,0.0,30.0,39,1,0,15,4,12
20.0,250165.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,3,8
20.0,119665.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,12,3,12
23.0,90729.0,7.0,4,4,3,0.0,0.0,40.0,39,1,1,2,3,2
36.0,226947.0,13.0,2,0,4,0.0,0.0,40.0,39,0,1,9,4,11
34.0,206707.0,10.0,2,0,4,0.0,0.0,60.0,39,1,1,15,5,11
29.0,170301.0,9.0,2,5,4,2829.0,0.0,40.0,39,1,0,12,3,2
54.0,249096.0,11.0,2,0,4,0.0,0.0,40.0,39,1,1,8,7,12
39.0,360814.0,8.0,2,0,4,0.0,0.0,50.0,39,1,1,0,6,3
48.0,219967.0,5.0,2,0,4,0.0,0.0,40.0,39,1,1,6,4,12
54.0,58898.0,10.0,2,0,4,0.0,1579.0,48.0,39,1,1,15,6,3
63.0,379940.0,13.0,2,0,4,0.0,0.0,40.0,39,0,1,9,2,11
63.0,96299.0,9.0,0,4,4,0.0,0.0,45.0,39,0,1,12,4,14
56.0,100776.0,9.0,2,5,4,0.0,0.0,50.0,39,1,0,12,4,12
26.0,200639.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,3,2
23.0,197613.0,13.0,4,1,4,0.0,0.0,40.0,39,1,0,9,3,2
42.0,212894.0,11.0,2,0,4,2407.0,0.0,40.0,39,1,1,8,4,2
46.0,110110.0,14.0,2,5,4,0.0,0.0,65.0,39,0,0,12,2,10
28.0,266070.0,15.0,4,1,4,0.0,0.0,50.0,39,1,0,14,3,10
55.0,96415.0,9.0,6,4,2,0.0,0.0,35.0,39,1,0,12,4,12
36.0,223020.0,10.0,0,4,2,0.0,0.0,20.0,39,1,0,15,7,12
24.0,217226.0,10.0,4,1,4,0.0,0.0,30.0,39,1,1,15,3,12
20.0,150084.0,9.0,4,3,4,0.0,0.0,25.0,39,1,1,12,2,11
17.0,127366.0,6.0,4,3,4,0.0,0.0,20.0,39,1,0,11,4,12
20.0,117476.0,10.0,4,3,4,0.0,0.0,40.0,39,1,1,15,3,3
24.0,44493.0,11.0,2,5,4,0.0,0.0,40.0,39,1,0,8,3,12
33.0,168981.0,2.0,4,3,4,0.0,0.0,24.0,39,1,0,3,3,8
34.0,130078.0,14.0,2,5,4,7688.0,0.0,32.0,0,0,0,12,3,11
46.0,278322.0,11.0,2,0,4,0.0,0.0,40.0,39,0,1,8,4,5
36.0,169469.0,10.0,2,0,4,7298.0,0.0,40.0,39,0,1,15,4,5
56.0,68658.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,7,5
35.0,151835.0,14.0,2,0,4,99999.0,0.0,50.0,39,0,1,12,3,10
67.0,264095.0,10.0,2,0,4,9386.0,0.0,24.0,5,0,1,15,4,3
35.0,113322.0,11.0,2,0,4,0.0,0.0,40.0,39,1,1,8,3,8
30.0,183284.0,13.0,2,0,4,0.0,0.0,50.0,39,0,1,9,3,4
18.0,342852.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,12,7,2
52.0,133336.0,6.0,0,1,4,0.0,0.0,25.0,39,1,1,11,0,11
45.0,53524.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,4,12
37.0,301614.0,13.0,4,2,4,0.0,0.0,40.0,39,1,1,9,4,2
31.0,127651.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,5,12
32.0,147215.0,13.0,2,5,4,0.0,0.0,55.0,39,0,0,9,1,4
34.0,190151.0,9.0,5,4,4,0.0,0.0,32.0,39,1,0,12,3,2
23.0,242375.0,9.0,4,1,4,0.0,0.0,30.0,39,1,0,12,3,12
30.0,267161.0,10.0,2,5,2,0.0,0.0,45.0,39,1,0,15,3,13
51.0,138852.0,6.0,2,0,4,0.0,0.0,50.0,39,1,1,11,4,3
43.0,334946.0,9.0,2,0,2,0.0,0.0,40.0,39,1,1,12,4,3
59.0,151616.0,14.0,2,0,4,0.0,0.0,55.0,39,1,1,12,4,10
38.0,295127.0,10.0,2,0,4,0.0,0.0,40.0,39,1,1,15,4,2
42.0,175642.0,13.0,4,1,4,99999.0,0.0,40.0,39,0,0,9,2,2
27.0,538193.0,7.0,4,1,1,0.0,0.0,50.0,39,1,0,2,3,10
61.0,198542.0,13.0,0,1,4,0.0,0.0,40.0,39,1,0,9,0,11
28.0,72443.0,10.0,4,1,4,0.0,1669.0,60.0,39,1,1,15,3,4
41.0,266530.0,9.0,2,0,0,0.0,0.0,45.0,39,1,1,12,4,8
45.0,184070.0,9.0,4,3,2,0.0,0.0,40.0,39,1,0,12,4,2
35.0,103323.0,14.0,2,0,4,0.0,0.0,45.0,39,1,1,12,3,4
60.0,178792.0,9.0,6,1,4,0.0,0.0,40.0,39,1,0,12,4,3
30.0,402539.0,9.0,4,4,4,0.0,0.0,40.0,39,1,0,12,3,2
49.0,139571.0,9.0,2,0,4,4064.0,0.0,40.0,39,1,1,12,4,2
39.0,177075.0,9.0,0,1,4,0.0,0.0,40.0,39,1,0,12,4,2
47.0,201865.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,4,9
57.0,132704.0,14.0,5,1,4,10520.0,0.0,32.0,39,0,1,12,4,11
36.0,47570.0,14.0,4,1,4,0.0,0.0,40.0,39,1,0,12,7,11
35.0,252217.0,8.0,2,0,4,0.0,0.0,40.0,39,1,1,0,5,3
30.0,255486.0,9.0,2,0,2,0.0,0.0,25.0,39,1,1,12,3,12
17.0,145886.0,7.0,4,3,4,0.0,0.0,30.0,39,1,0,2,0,11
38.0,216129.0,10.0,3,4,2,0.0,0.0,35.0,39,1,0,15,2,5
51.0,45487.0,9.0,2,0,4,0.0,0.0,80.0,39,1,1,12,1,14
34.0,422836.0,9.0,0,4,4,0.0,0.0,40.0,26,1,1,12,3,11
54.0,138852.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,7,11
52.0,202115.0,9.0,2,5,4,0.0,0.0,25.0,39,1,0,12,4,12
33.0,262042.0,9.0,0,3,4,0.0,1138.0,40.0,39,1,0,12,5,2
32.0,52647.0,6.0,2,0,4,0.0,0.0,45.0,39,1,1,11,1,4
52.0,114062.0,9.0,0,4,4,0.0,0.0,40.0,39,1,0,12,4,12
73.0,29675.0,9.0,6,2,4,0.0,0.0,12.0,39,1,0,12,4,8
31.0,97723.0,12.0,2,0,4,0.0,0.0,40.0,39,0,1,7,3,12
23.0,378460.0,10.0,4,3,4,0.0,0.0,20.0,39,1,1,15,3,11
42.0,42703.0,9.0,0,4,4,0.0,0.0,40.0,39,1,0,12,4,2
50.0,222020.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,4,12
33.0,187203.0,13.0,2,0,4,0.0,0.0,50.0,39,1,1,9,5,12
25.0,359985.0,3.0,4,1,4,0.0,0.0,33.0,26,1,0,4,3,2
28.0,190836.0,9.0,2,0,4,3411.0,0.0,40.0,39,1,1,12,3,12
43.0,185619.0,14.0,2,0,0,0.0,0.0,35.0,39,0,1,12,7,11
23.0,231866.0,9.0,4,3,4,0.0,0.0,38.0,39,1,1,12,3,3
38.0,187847.0,14.0,2,0,4,0.0,0.0,50.0,39,0,1,12,4,4
22.0,416165.0,10.0,4,3,4,0.0,0.0,40.0,39,1,0,15,3,2
49.0,241753.0,9.0,0,4,4,0.0,0.0,40.0,39,1,0,12,6,12
32.0,72591.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,3,12
32.0,426431.0,10.0,0,1,4,0.0,0.0,40.0,39,1,1,15,3,8
40.0,339814.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,4,5
44.0,103643.0,9.0,2,0,4,5013.0,0.0,60.0,12,1,1,12,5,4
27.0,163320.0,12.0,4,3,4,0.0,0.0,40.0,39,1,1,7,5,12
37.0,255454.0,4.0,2,0,2,7298.0,0.0,35.0,14,0,1,5,4,2
36.0,125933.0,10.0,2,0,4,5178.0,0.0,50.0,39,0,1,15,6,12
31.0,188108.0,9.0,4,3,4,4101.0,0.0,40.0,39,1,1,12,3,12
20.0,225811.0,9.0,4,3,4,0.0,0.0,23.0,39,1,0,12,3,8
40.0,105936.0,9.0,3,3,4,0.0,0.0,38.0,39,1,0,12,4,2
35.0,29145.0,11.0,4,1,4,0.0,0.0,40.0,39,1,1,8,3,9
30.0,303867.0,9.0,5,1,4,0.0,0.0,44.0,39,1,1,12,3,14
28.0,149652.0,6.0,4,3,2,0.0,0.0,30.0,39,1,0,11,3,12
28.0,692831.0,13.0,4,1,2,0.0,0.0,48.0,39,1,1,9,3,4
46.0,120902.0,13.0,2,0,4,3103.0,0.0,37.0,39,0,1,9,5,5
61.0,194956.0,9.0,2,0,4,0.0,0.0,40.0,39,0,1,12,4,2
29.0,229729.0,13.0,2,0,4,0.0,0.0,40.0,39,1,1,9,3,12
45.0,175925.0,13.0,0,1,4,0.0,0.0,40.0,39,1,1,9,4,2
59.0,125000.0,13.0,2,0,4,0.0,0.0,40.0,9,0,1,9,5,5
69.0,337720.0,9.0,2,0,4,0.0,0.0,24.0,39,1,1,12,0,11
41.0,106501.0,12.0,2,0,4,7688.0,0.0,50.0,39,0,1,7,4,4
36.0,185366.0,10.0,4,1,4,0.0,0.0,50.0,39,1,1,15,5,12
36.0,84294.0,13.0,2,0,4,0.0,0.0,72.0,39,1,1,9,6,5
24.0,108495.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,12,2,11
27.0,103524.0,9.0,4,4,4,0.0,0.0,35.0,39,1,1,12,3,3
35.0,181705.0,9.0,2,0,4,3103.0,0.0,40.0,39,0,1,12,1,12
61.0,79827.0,9.0,2,0,4,0.0,0.0,50.0,39,1,1,12,4,4
40.0,572751.0,15.0,2,0,4,5178.0,0.0,40.0,26,0,1,14,4,12
21.0,119156.0,9.0,4,3,4,0.0,0.0,40.0,39,1,1,12,3,12
50.0,344621.0,9.0,0,1,4,0.0,0.0,40.0,39,1,0,12,4,2
53.0,42740.0,10.0,5,3,4,0.0,0.0,39.0,39,1,0,15,4,12
27.0,223751.0,10.0,4,1,4,0.0,0.0,45.0,39,1,1,15,3,3
23.0,218445.0,3.0,4,4,4,0.0,0.0,12.0,26,1,0,4,3,9
36.0,37522.0,13.0,2,0,4,15024.0,0.0,50.0,39,0,1,9,4,12
27.0,295289.0,10.0,4,3,2,0.0,0.0,30.0,39,1,0,15,3,12
26.0,169727.0,9.0,2,0,4,0.0,0.0,40.0,39,1,1,12,3,1
48.0,184787.0,4.0,2,0,4,0.0,0.0,50.0,39,0,1,5,5,3
67.0,127605.0,14.0,2,0,4,20051.0,0.0,60.0,22,0,1,12,5,10
51.0,155403.0,9.0,2,5,2,0.0,0.0,40.0,39,1,0,12,4,2
43.0,56063.0,13.0,2,0,4,0.0,0.0,60.0,39,1,1,9,1,12
30.0,200246.0,11.0,4,1,4,0.0,0.0,40.0,39,1,1,8,3,12
38.0,32528.0,10.0,2,0,4,0.0,0.0,40.0,39,0,1,15,4,5
